"Python Developer (Geospatial, GeoPandas, Rasterio, GDAL, AWS, S3 | Freelancing | 100% WFH",Applicantz,India (Remote),"About the job

Company Description




Travitons Technologies Private Limited excels in Software Development, Outsourcing, and Engineering. We are dedicated to delivering innovative, high-quality, efficient, and customized software solutions tailored to diverse business needs.




Role Description




Position: Python Developer (Full-time, Remote)




Experience Required: 3+ years




As a Python Developer at Travitons, you will be responsible for building and maintaining geospatial applications. In addition to using geospatial libraries, you'll also design and consume Python-based APIs and web services using both FastAPI and Flask frameworks. Your daily responsibilities will include:




Developing geospatial solutions using Python, GeoPandas, Rasterio, GDAL, and other geospatial libraries.

Designing and building scalable, clean, and performant APIs using FastAPI—leveraging its support for automatic OpenAPI documentation, Pydantic data validation, and asynchronous operations

.

Implementing RESTful services using Flask, including writing lightweight microservices and integrating common Flask extensions

.

Structuring backend services and microservices for efficient geospatial data access, deployment, and integration.

Managing geospatial data storage and access using AWS (especially S3), and potentially extending to other AWS services.

Collaborating with cross-functional teams through coding, testing, reviewing, and deploying geospatial applications and APIs.

Maintaining version control and CI/CD workflows using Git, and optionally leveraging tools like Docker and Kubernetes to enable robust deployments.

QualificationsTechnical Skills




Python Development: Minimum 3 years of experience in Python programming.

Geospatial Tools: Proficient in geospatial libraries such as GeoPandas, Rasterio, and GDAL.

API Frameworks:

FastAPI: Experience with building APIs using FastAPI, including Pydantic modeling, OpenAPI docs, and async support

.

Flask: Experience building microservices or backend APIs using Flask and its ecosystem

.

Cloud & Infrastructure: Familiarity with AWS services—especially S3—and knowledge of containerization (Docker, Kubernetes) and CI/CD workflows

.

Version Control: Strong proficiency with Git and collaboration workflows.

Soft Skills




Excellent analytical and problem-solving abilities.

Strong communication and collaboration skills for remote work.

Self-motivated and independent in driving tasks remotely.

Education (Preferred)




Bachelor’s degree in Computer Science, Engineering, or a related field."
--------------------,--------------------,--------------------,--------------------
Python Developer,Applicantz,India (Remote),"About the job

Designation: Python Developer

Experienced in AI/ML

Location: Turbhe, Navi Mumbai

CTC: 6-14 LPA

Years of Experience: 2-5 years




At Arcitech.ai, we’re redefining the future with AI-powered software solutions across education, recruitment, marketplaces, and beyond. We’re looking for a Python Developer passionate about AI/ML, who’s ready to work on scalable, cloud-native platforms and help build the next generation of intelligent, LLM-driven products.




💼 Your Responsibilities

AI/ML Engineering

Develop, train, and optimize ML models using PyTorch/TensorFlow/Keras.
Build end-to-end LLM and RAG (Retrieval-Augmented Generation) pipelines using LangChain.
Collaborate with data scientists to convert prototypes into production-grade AI applications.
Integrate NLP, Computer Vision, and Recommendation Systems into scalable products.
Work with transformer-based architectures (BERT, GPT, LLaMA, etc.) for real-world AI use cases.

Backend & Systems Development

Design, develop, and maintain robust Python microservices with REST/GraphQL APIs.
Implement real-time communication with Django Channels/WebSockets.
Containerize AI services with Docker and deploy on Kubernetes (EKS/GKE/AKS).
Configure and manage AWS (EC2, S3, RDS, SageMaker, CloudWatch) for AI/ML workloads.

Reliability & Automation

Develop background task queues with Celery, ensuring smart retries and monitoring.
Implement CI/CD pipelines for automated model training, testing, and deployment.
Write automated unit & integration tests (pytest/unittest) with ≥80% coverage.

Collaboration

Contribute to MLOps best practices and mentor peers in LangChain/AI integration.
Participate in tech talks, code reviews, and AI learning sessions within the team.




🎓 Required Qualifications

Bachelor’s or Master’s degree in Computer Science, AI/ML, or related field.
2–5 years of experience in Python development with strong AI/ML exposure.
Hands-on experience with LangChain for building LLM-powered workflows and RAG systems.
Deep learning experience with PyTorch or TensorFlow.
Experience deploying ML models and LLM apps into production systems.
Familiarity with REST/GraphQL APIs and cloud platforms (AWS/Azure/GCP).
Skilled in Git workflows, automated testing, and CI/CD practices.




🌟 Nice to Have

Experience with vector databases (Pinecone, Weaviate, FAISS, Milvus) for retrieval pipelines.
Knowledge of LLM fine-tuning, prompt engineering, and evaluation frameworks.
Familiarity with Airflow/Prefect/Dagster for data and model pipelines.
Background in statistics, optimization, or applied mathematics.
Contributions to AI/ML or LangChain open-source projects.
Experience with model monitoring and drift detection in production.




🎁 Why Join Us

Competitive compensation and benefits 💰
Work on cutting-edge LLM and AI/ML applications 🤖
A collaborative, innovation-driven work culture 📚
Opportunities to grow into AI/ML leadership roles 🚀"
--------------------,--------------------,--------------------,--------------------
Software Developer (Python/Golang),Applicantz,India (Remote),"About the job

We’re a venture-backed startup building cloud-native applications with advanced AI integration, and we’re looking for a Software Developer who’s eager to grow fast, work closely with experienced engineers, and make an impact from day one.

You’ll be working directly alongside a senior backend engineers and the founding team to build scalable infrastructure, AI-integrated features, and modern developer tools. This is a great opportunity for someone with a solid foundation in backend development who wants to level up quickly in a dynamic, high-ownership environment.




Minimum Qualifications

Bachelor’s degree in computer science or equivalent practical experience.
2+ years of professional software development experience.
Solid programming skills in Python, Go, or similar languages.
Understanding of data structures, algorithms, and RESTful APIs.
Experience working on backend systems or cloud applications (personal or professional projects).
Comfortable working independently and asking questions when blocked.

Preferred Qualifications

Familiarity with cloud infrastructure (AWS, VMWare, or OpenStack).
Exposure to machine learning workflows or interest in AI technologies.
Experience with containers (Docker) or orchestration (Kubernetes).
Git/GitHub and CI/CD workflows.
Eagerness to learn and grow in a fast-paced environment.




What You’ll Do

Work with senior engineers to build and maintain backend services.
Write clean, well-documented, and testable code.
Contribute to technical discussions and help shape system design.
Debug and resolve issues across the stack.
Collaborate across engineering, product, and design teams.
Learn fast and take increasing ownership as you grow.

Why Join Us?

Be part of a core early team shaping the next generation of cloud & AI platforms.
Work side-by-side with experienced engineers and founders.
Accelerate your learning curve with real-world challenges and mentorship.
Competitive salary, and flexible work environment."
--------------------,--------------------,--------------------,--------------------
"Full Stack Developer (Django, MongoDB, Python)/ Immediate Joiner/ Mumbai (WFO)",Applicantz,India (Remote),"About the job

Job Title: Full Stack Developer (Django, MongoDB, Python)




Location: Mumbai – Ghatkopar (West)




Company: AQM Technologies Pvt. Ltd.




CTC: 7 LPA




Experience: 3 to 5 Years




Joining: Immediate




About AQM Technologies

AQM Technologies is a leading provider of technology solutions specializing in software development, testing, and quality management. We are dedicated to delivering innovative and efficient solutions for clients across industries.




Job Description

We are seeking a Full Stack Developer with strong expertise in Django, MongoDB, and Python to join our dynamic development team. The ideal candidate will be responsible for building scalable, secure, and high-performance applications from concept to deployment.




Key Responsibilities:

Design, develop, and maintain web applications using Django and Python.
Develop front-end components with modern frameworks/libraries (React.js/Angular/Vue.js preferred).
Integrate back-end services with MongoDB and RESTful APIs.
Write clean, efficient, and reusable code following coding standards.
Ensure application responsiveness, scalability, and performance.
Work closely with UI/UX designers, product managers, and QA teams.
Troubleshoot, debug, and upgrade existing applications.
Implement security best practices and data protection measures.




Required Skills & Qualifications:

Bachelor’s degree in Computer Science, Information Technology, or related field.
3–5 years of hands-on development experience in Django and Python.
Strong proficiency in MongoDB database design and query optimization.
Experience with HTML5, CSS3, JavaScript, and a modern front-end framework.
Familiarity with Git version control.
Understanding of RESTful API design and integration.
Strong problem-solving skills and attention to detail.




Good to Have:

Experience in cloud platforms (AWS, Azure, GCP).
Knowledge of Docker and containerized deployments.
Familiarity with Agile/Scrum methodologies.




📧 Send Resume: Elizabeth.Vakipillai@aqmtechnologies.com

 📞 Contact: +91 7738130450"
--------------------,--------------------,--------------------,--------------------
Sr Python Developer (TECH LEAD),Applicantz,India (Remote),"About the job

Company Description

QWEQ Technologies is not just a software company but strives to become a technology partner for its clients. We builds software for businesses that require industrial automation, smart inventory management and other IT solutions to stay ahead in market. At WEQ, we are aware that creating client-oriented solution takes a mixture of technical excellence and clear communication. We know that every client is unique, and we strive to deliver an individual, innovative and cost effective solution every time. We provide Technological Partnership & Support, Software Product Development, Website Development, Digital Marketing.

Job Description

Senior Python Developer (Tech Lead)

Location: Andheri (Marol), Mumbai – Only Mumbai-based candidates will be considered

Immediate Joiner Preferred

About Us

At WEQ Technologies, we design and deliver cutting-edge digital solutions that transform businesses. We are looking for a highly skilled Senior Python Developer (Tech Lead) with strong expertise in Python and Java to lead our backend team, drive innovation, and ensure delivery of robust and scalable applications.

What You’ll Do


Lead a team of developers, provide technical direction, and ensure best coding practices & architecture standards. 
Drive end-to-end development of applications using Python (primary) and Java (secondary). 
Architect, design, and implement scalable, secure, and high-performance backend systems. 
Collaborate with cross-functional teams (Frontend, Mobile, DevOps, QA) for smooth project delivery. 
Conduct code reviews, mentor juniors, and resolve technical blockers. 
Ensure timely delivery of modules, projects, and integrations. 
Stay updated with emerging technologies, propose improvements, and adopt industry best practices. 


What We’re Looking For

✅ 3–6 years of professional experience in software development.

✅ Strong expertise in Python frameworks (Django, Flask, FastAPI).

✅ Solid experience in Java (Spring Boot preferred) for backend services.

✅ Hands-on knowledge of REST APIs, Microservices, Databases (SQL/NoSQL), and Cloud platforms (AWS/Azure/GCP).

✅ Proficiency in Git, CI/CD pipelines, and containerization (Docker/Kubernetes).

✅ Strong leadership skills – ability to manage a small team, delegate tasks, and guide junior developers.

✅ Excellent problem-solving, debugging, and performance optimization skills.

Good to Have

✨ Exposure to front-end technologies (React/Angular) for better collaboration.

✨ Knowledge of DevOps practices.

✨ Experience in working on enterprise-grade applications.

Why Join WEQ Technologies?

Lead and grow a talented development team.

Opportunity to work with diverse technologies (Python + Java).

Collaborative environment with ownership & learning opportunities.

Convenient location – Andheri (Marol), Mumbai.

Competitive salary & growth-oriented career path.

Important Note:


Only Mumbai-based candidates will be considered. 
Immediate joiners will be given preference. 


⚡ Step into a leadership role where your Python & Java expertise can shape projects and mentor a strong team. Join WEQ Technologies as a Senior Python Developer (Tech Lead)!

Intersted Candidate Can Send their Resume at 9152019990

Additional Information"
--------------------,--------------------,--------------------,--------------------
Senior Software Engineer,Applicantz,India (Remote),"About the job

Sia is a next-generation, global management consulting group. Founded in 1999, we were born digital. Today our strategy and management capabilities are augmented by data science, enhanced by creativity and driven by responsibility. We’re optimists for change and we help clients initiate, navigate and benefit from transformation. We believe optimism is a force multiplier, helping clients to mitigate downside and maximize opportunity. With expertise across a broad range of sectors and services, our consultants serve clients worldwide. Our expertise delivers results. Our optimism transforms outcomes. 



Heka.ai is the independent brand of Sia Partners dedicated to AI solutions. We host many AI-powered SaaS solutions that can be combined with consulting services or used independently, to provide our customers with solutions at scale. 





Job Description



We are looking for a skilled Senior Software Engineer to contribute to the development of AI and machine learning (ML) integrations and back-end solutions using Python. You will play a key role in developing our AI-powered SaaS solutions Heka.ai, collaborating with cross-functional teams to solve data-centric problems. This position emphasizes Python back-end development, with additional involvement in AI and ML model integration and optimization. 



Key Responsibilities 



Back-End Development: Design, develop, and optimize back-end services using Python, focusing on microservices and data-centric applications. 



AI & ML Models: Work closely with data scientists to integrate AI and ML models into back-end systems and ensure seamless performance of the applications. 



Containerization & Orchestration: Deploy and manage containerized applications using Docker and Kubernetes. 



Database Management: Manage SQL (PostgreSQL) and NoSQL (MongoDB) databases, ensuring high performance and scalability. 



Infrastructure as Code (IaC): Use Terraform and Helm to manage cloud infrastructure. 



Cloud Infrastructure & CI: Work with GCP / AWS / Azure for deploying and managing applications in the cloud. Management of continuous software integration (tests writing, artifacts building, etc.) 



Cross-Functional Collaboration: Collaborate with DevOps, Data Scientists, and Data Engineers to build scalable AI solutions. 



Contribution to the back end, front-end and software architecture of applications 





Qualifications



Education: Bachelor’s/master's degree in computer science, Software Engineering, or a related field. 



Experience: 3-6 years of experience in software development, with a focus on Python back-end development. 



Skills: 
Strong proficiency in Python and experience with frameworks like Flask. 
Experience with C#, as well as with ReactJs for front-end development is a plus. 
Extensive experience with cloud platforms (GCP, AWS) and microservices architecture. 
Working knowledge of Docker, Kubernetes, CI/CD pipelines (GitLab) and ability to write unit tests. 
Database management with PostgreSQL / MongoDB. 
Experience mentoring and leading engineering teams. 


Additional Information



What We Offer 



Opportunity to lead cutting-edge AI projects in a global consulting environment. 



Leadership development programs and training sessions at our global centers. 



A dynamic and collaborative team environment with diverse projects. 



Position based in Mumbai (onsite)



Sia is an equal opportunity employer. All aspects of employment, including hiring, promotion, remuneration, or discipline, are based solely on performance, competence, conduct, or business needs."
--------------------,--------------------,--------------------,--------------------
Junior Web Developer,Applicantz,India (Remote),"About the job

Role Description

The Python Developer will be responsible for building and maintaining back-end web applications, designing software, and ensuring the performance and responsiveness of applications. Daily tasks will include writing clean, efficient code, troubleshooting and debugging, and collaborating with the team to meet project goals.




Qualifications

\n
Proficiency in Back-End Web Development and Programming
Experience in Software Development and Object-Oriented Programming (OOP)
Knowledge of Databases and data structures
Excellent problem-solving skills and attention to detail
Strong communication skills and ability to work independently
Previous experience with cloud-native applications is a plus
Bachelor's degree in Computer Science, Engineering, or related field"
--------------------,--------------------,--------------------,--------------------
Back End Developer,Applicantz,India (Remote),"About the job

About Precize:

Precize is a Gateway to Private Equity Markets and Private Credit Opportunities, where investors of all levels can invest in the opportunities online securely. We are teleporting investors to the front row to access some of the most lucrative opportunities.

Our dynamic, non-hierarchical startup culture and convenient location in Andheri East, just a 2-minute walk from the Western Express Highway Metro, make Precize an ideal workplace for ambitious professionals looking to make a significant impact.




Role Summary:

We are looking for a skilled Backend Developer to join our dynamic team. As a backend developer, you will be responsible for building and maintaining scalable, high-performance server-side applications. You will work closely with frontend developers, product managers to develop robust APIs, optimize database performance, and ensure seamless integrations.




Responsibilities:




Develop, test, and maintain backend services, APIs, and databases.
Design and implement scalable, secure, and high-performance applications.
Optimize application performance and troubleshoot issues.
Work with frontend developers to integrate user-facing elements with server-side logic.
Implement authentication, authorization, and security best practices.
Write clean, maintainable, and well-documented code.
Conduct code reviews and provide technical mentorship.




Qualifications:




3-5 years of strong experience as a backend developer, proficient in backend programming languages such as Node.js
Proficiency in frameworks like Fastify, Express.js, Django, Spring.
Experience with relational and non-relational databases (MySQL, PostgreSQL, MongoDB, etc.).
Knowledge of API design principles, RESTful services, and GraphQL.
Familiarity with authentication mechanisms (OAuth, JWT, etc.).
Understanding of cloud platforms (AWS, Azure, Google Cloud) and containerization (Docker, Kubernetes).
Experience with message queues like RabbitMQ, Kafka (preferred).
Strong problem-solving skills and debugging capabilities.
Knowledge of Monolithic, microservices and distributed systems.
Experience with CI/CD pipelines and version control systems like Git and Github."
--------------------,--------------------,--------------------,--------------------
"Software Engineer I (Data Engineer, Python)",Applicantz,India (Remote),"About the job

Precisely is the leader in data integrity. We empower businesses to make more confident decisions based on trusted data through a unique combination of software, data enrichment products and strategic services. What does this mean to you? For starters, it means joining a company focused on delivering outstanding innovation and support that helps customers increase revenue, lower costs and reduce risk. In fact, Precisely powers better decisions for more than 12,000 global organizations, including 93 of the Fortune 100. Precisely's 2500 employees are unified by four company core values that are central to who we are and how we operate: Openness, Determination, Individuality, and Collaboration. We are committed to career development for our employees and offer opportunities for growth, learning and building community. With a ""work from anywhere"" culture, we celebrate diversity in a distributed environment with a presence in 30 countries as well as 20 offices in over 5 continents. Learn more about why it's an exciting time to join Precisely!

Overview

As a Software Engineer I, you will be part of the team responsible for the design, creation, and maintenance of Data Products using Big data, cloud and Data Science technologies. You will work closely with Software/Data engineers, data scientists, product owners and product managers to develop and deploy data-driven solutions that deliver business value. You will contribute to the best practices, standards, and technical roadmap.

What You Will Do


You will be involved in design and development of Data Engineering.
Responsible for coding, unit testing, integration testing and participating in the full SDLC.
Participate in discussions, constructively suggest, and receive ideas & feedback for solutions.
Write clear, compelling, and detailed (technical) user epics and stories with user acceptance criteria. Participate in story grooming exercises for crisp and unambiguous documentation and communication of features to be developed.
Collaborate with other team members, also work with cross-functional teams according to requirements. Peer review of code practice needs to be followed.
Evaluate, learn, and incorporate new technologies into new and existing frameworks and solutions as applicable.
Be agile and embrace change.


What We Are Looking For


3+ years of industry experience in the areas of Data/Software engineering 
Bachelor’s or Master’s degree in Computer Science, Engineering or related discipline.
Excellent Knowledge of Python
Experience in Cloud technologies like AWS, azure etc.
Experience of databricks , snowflake , Google cloud would be an added advantage
Excellent knowledge of database concepts and complex query writing
Excellent knowledge in Query Optimization for better performance 
Working knowledge of data ETL will be preferred.
Exposure to Geo-spatial domain and how geospatial data is stored in database is preferred
Ability to communicate with various stakeholders at all levels of the organization.
Excellent verbal and written communication skills
Excellent interpersonal skills and active listener
Able to set and meet time-sensitive goals 
Able to handle multiple tasks simultaneously and adapt to change while providing structure to operations and go-to-market teams


The personal data that you provide as a part of this job application will be handled in accordance with relevant laws. For more information about how Precisely handles the personal data of job applicants, please see the Precisely Global Applicant and Candidate Privacy Notice."
--------------------,--------------------,--------------------,--------------------
Python Developer,Applicantz,India (Remote),"About the job

About Bounteous x Accolite

Bounteous, a digital innovation partner of the world's most ambitious brands and Accolite Digital, a leading digital engineering, cloud, data & AI services provider, have announced their merger, creating a new end-to-end digital transformation services consultancy that partners with leading brands around the globe to co-innovate and drive exceptional client outcomes.

It was Founded in 2003 in Chicago, Bounteous is a leading digital experience consultancy that co-innovates with the world's most ambitious brands to create transformative digital experiences. With services in Strategy, Experience Design, Technology, Analytics and Insight, and Marketing, Bounteous elevates brand experiences and drives superior client outcomes. For more information, please visit www.bounteous.com.




Job Description:

Looking for 5+ years of experience and the location is Bangalore, Hyderabad, Chennai and Gurgaon. 

Willing to work in US Shift timings, candidates who does not prefer working in US shift timings will not be shortlised for screening level. 




Bachelor's/master’s degree in computer science or a related field
Proven experience working as a Python Developer with knowledge of DBMS
Strong knowledge of Python frameworks like Django, Flask, or Pyramid
Experience with database integration and optimization
Familiarity with front-end technologies such as JavaScript, HTML5, and CSS3
Understanding of server-side templating languages"
--------------------,--------------------,--------------------,--------------------
Associate Software Engineer,Applicantz,India (Remote),"About the job

Role Description

The Associate Software Engineer will be responsible for developing and maintaining back-end web applications, writing clean and efficient code, debugging and troubleshooting software issues, and participating in code reviews. The role also involves collaborating with cross-functional teams to design, develop, and integrate software components.




Qualifications

Strong foundation in Computer Science
Proficiency in Back-End Web Development and Software Development
Experience in Programming and Object-Oriented Programming (OOP)
Excellent problem-solving skills and attention to detail
Good communication and teamwork skills
Bachelor's degree in Computer Science, Software Engineering, or a related field
Familiarity with agile development methodologies is a plus
Experience with cloud services and infrastructure is beneficial"
--------------------,--------------------,--------------------,--------------------
Data Engineer - Web Scraping,Applicantz,India (Remote),"About the job

Alternative Path is seeking skilled software developers to collaborate on client projects with an asset management firm. In this role, you will collaborate with individuals across various company departments to shape and innovate new products and features for our platform, enhancing existing ones. You will have a large degree of independence and trust, but you won't be isolated; the support of the Engineering team leads, the Product team leads, and every other technology team member is behind you. This is an opportunity to join a team-first meritocracy and help grow an entrepreneurial group inside Alternative Path. You will be asked to contribute, given ownership, and will be expected to make your voice heard.




Role Summary:

Performing Web Scraping using various scraping techniques and then utilizing Python’s Pandas library for data cleaning and manipulation. Then ingesting the data into a Database/Warehouse, and scheduling the scrapers using Airflow or other tools

Role Overview

The Web Scraping Team at Alternative Path is seeking a creative and detail-oriented developer to contribute to client projects. The team develops essential applications, datasets, and alerts for various teams within the client's organization, supporting their daily investment decisions. The mission is to maintain operational excellence by delivering high-quality proprietary datasets, timely notifications, and exceptional service. We are seeking someone who is self-motivated, self-sufficient, with a passion for tinkering and a love for automation.




In your role, you will:

➢ Collaborate with analysts to understand and anticipate requirements.

➢ Design, implement, and maintain Web scrapers for a wide variety of alternative datasets.

➢ Perform Data Cleaning, Exploration, Transformation etc. of scraped data.

➢ Collaborate with cross-functional teams to understand data requirements and implement efficient data processing workflows.

➢ Author QC checks to validate data availability and integrity.

➢ Maintain alerting systems and investigate time-sensitive data incidents to ensure smooth day-to-day operations.

➢ Design and implement products and tools to enhance the Web scraping Platform.




Qualifications

Must have

➢ Bachelor's/master’s degree in computer science or in any related field

➢ 2-4 years of software development experience

➢ Strong Python and SQL/Database skills

➢ Strong expertise in using the Pandas library (Python) is a must

➢ Experience with web technologies (HTML/JS, APIs, etc.)

➢ Proven work experience in working with large data sets for Data cleaning, Data transformation, Data manipulation, and Data replacements.

➢ Excellent verbal and written communication skills

➢ Aptitude for designing infrastructure, data products, and tools for Data Scientists




Preferred

➢ Familiarity with scraping and common scraping tools (Selenium, scrapy, Fiddler, Postman, xpath) ➢ Experience containerizing workloads with Docker (Kubernetes a plus)

➢ Experience with build automation (Jenkins, Gitlab CI/CD) ➢ Experience with AWS technologies like S3, RDS, SNS, SQS, Lambda, etc."
--------------------,--------------------,--------------------,--------------------
